property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,Area Type,Area Size
House,81000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,83000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,87000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,89000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,92000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,94000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,96000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,80000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,81000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,83000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,87000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,89000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,92000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,94000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,96000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,80000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,81000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,83000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,87000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,89000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,92000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,94000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,96000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,80000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,81000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,83000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,87000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,89000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,92000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,94000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,96000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,0,For Rent,5,Kanal,1.0
House,80000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,81000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,83000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,87000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,89000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,92000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,94000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,96000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Rent,5,Kanal,1.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,0,For Rent,0,Marla,7.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,39000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,41000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,42000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,43000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,44000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
House,29000000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,6,For Sale,5,Marla,10.0
House,50000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Sale,6,Marla,16.0
House,14500000,Bahria Town,Islamabad,Islamabad Capital,33.698471999999995,73.223812,4,For Sale,3,Marla,5.0
House,20000000,Johar Town,Lahore,Punjab,31.466520000000003,74.30053000000001,4,For Sale,4,Marla,7.0
House,18000000,Bahria Town,Lahore,Punjab,31.374964,74.199843,0,For Sale,0,Marla,10.0
House,7300000,Satiana Road,Faisalabad,Punjab,31.374283,73.12365,3,For Sale,3,Marla,5.0
Flat,5000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.531951,73.115215,2,For Sale,2,Marla,4.9
House,14500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,5,For Sale,5,Marla,7.0
House,6000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Sale,2,Marla,5.0
House,13000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,5,For Sale,5,Marla,10.0
House,2650000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,2,For Sale,2,Marla,2.5
House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,7,For Sale,5,Marla,7.0
House,14500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,7,For Sale,5,Marla,7.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,6,For Sale,4,Marla,7.0
House,14500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,6,For Sale,4,Marla,7.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,6,For Sale,4,Marla,7.0
House,25500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.497172,73.080883,7,For Sale,5,Marla,10.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,6,For Sale,5,Marla,7.0
House,14500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,6,For Sale,4,Marla,7.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,5,For Sale,5,Marla,7.0
House,65000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489746000000004,73.079553,5,For Rent,5,Marla,10.0
House,120000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488788,73.07699000000001,6,For Rent,8,Kanal,1.2
House,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,0,For Rent,0,Marla,7.0
Flat,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,1,For Rent,1,Marla,3.1
House,25000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,3,For Rent,2,Marla,18.0
Flat,4000000,Gulistan-e-Jauhar,Karachi,Sindh,24.913179,67.12195899999999,3,For Sale,3,Marla,5.9
Flat,3600000,Gulistan-e-Jauhar,Karachi,Sindh,24.904693,67.12281,2,For Sale,2,Marla,2.7
Flat,7850000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,2,For Sale,2,Marla,4.4
House,13000000,Gulistan-e-Jauhar,Karachi,Sindh,24.926605,67.13039,3,For Sale,3,Marla,4.8
House,11000000,Gulistan-e-Jauhar,Karachi,Sindh,24.913563886028,67.135494879033,2,For Sale,2,Marla,3.2
Flat,4300000,North Nazimabad,Karachi,Sindh,24.961832,67.050476,1,For Sale,2,Marla,2.7
Flat,6000000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,Marla,6.0
Flat,11500000,North Nazimabad,Karachi,Sindh,24.932405,67.030249,3,For Sale,3,Marla,6.4
Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,24.920965,67.122366,2,For Sale,2,Marla,2.9
House,19500000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,4,For Sale,4,Marla,5.2
House,33500000,Gulistan-e-Jauhar,Karachi,Sindh,24.920965,67.122366,7,For Sale,6,Marla,9.6
House,42500000,Gulistan-e-Jauhar,Karachi,Sindh,24.93591,67.152597,8,For Sale,6,Marla,16.0
House,56000000,I-8,Islamabad,Islamabad Capital,33.673783,73.074703,0,For Sale,0,Marla,14.2
House,21000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,5,For Sale,5,Marla,10.0
House,21000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,5,For Sale,5,Marla,10.0
Flat,7000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.9
House,59500000,Bahria Town,Islamabad,Islamabad Capital,33.689546,73.219049,8,For Sale,7,Kanal,1.0
House,25000000,Bahria Town,Islamabad,Islamabad Capital,33.695972999999995,73.215615,5,For Sale,4,Marla,10.0
Flat,90000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,2,For Rent,2,Marla,5.8
House,40000,Bahria Town,Islamabad,Islamabad Capital,33.692640000000004,73.21880999999999,4,For Rent,3,Marla,5.0
House,85000,Bahria Town,Islamabad,Islamabad Capital,33.695972999999995,73.215615,7,For Rent,6,Marla,10.0
House,19500000,Bahria Town,Lahore,Punjab,31.378774,74.19031600000001,5,For Sale,5,Marla,10.0
House,10000000,Bahria Town,Lahore,Punjab,31.387824,74.193242,3,For Sale,3,Marla,5.0
House,28000000,Johar Town,Lahore,Punjab,31.462347,74.293642,6,For Sale,4,Marla,10.0
House,30000000,Satiana Road,Faisalabad,Punjab,31.39211,73.10266999999999,0,For Sale,0,Marla,17.5
House,12500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,5,For Sale,5,Marla,7.0
House,2500000,Adiala Road,Rawalpindi,Punjab,33.504748,73.04218399999999,3,For Sale,2,Marla,2.5
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,5,For Sale,5,Marla,10.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,5,For Sale,5,Marla,10.0
House,22400000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,6,For Sale,5,Marla,11.0
House,6200000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,3,For Sale,3,Marla,7.0
House,24000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.505618,73.078866,6,For Sale,4,Marla,10.0
Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.566646,73.116842,2,For Sale,1,Marla,3.6
House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495740999999995,73.074703,6,For Sale,5,Marla,10.0
House,25000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,2,For Rent,2,Marla,10.0
House,70000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.500035,73.093929,6,For Rent,5,Marla,10.0
House,60000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555066,73.124753,4,For Rent,3,Marla,11.0
House,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.489836,73.101611,5,For Rent,5,Marla,7.0
Flat,28000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,Marla,2.7
Flat,25000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,Marla,2.4
Flat,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,Marla,2.7
House,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,3,For Rent,3,Marla,7.0
Flat,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,2,For Rent,2,Marla,4.4
Flat,7000000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,Marla,5.1
Flat,13000000,Gulistan-e-Jauhar,Karachi,Sindh,24.9374,67.148679,3,For Sale,3,Marla,5.6
House,33500000,Gulistan-e-Jauhar,Karachi,Sindh,24.920384,67.129162,5,For Sale,5,Marla,9.6
Flat,7850000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,2,For Sale,2,Marla,4.4
House,80000000,North Nazimabad,Karachi,Sindh,24.929369,67.045226,7,For Sale,6,Kanal,1.2
House,48000000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,6,For Sale,6,Marla,9.0
Flat,3600000,Gulistan-e-Jauhar,Karachi,Sindh,24.904693,67.12281,2,For Sale,4,Marla,4.8
Flat,3500000,Gulistan-e-Jauhar,Karachi,Sindh,24.94155,67.093334,3,For Sale,2,Marla,4.7
Flat,13000000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,3,For Sale,3,Marla,8.9
House,50000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Sale,6,Marla,16.0
Flat,3700000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,0,For Sale,1,Marla,2.4
